id,code,name,level
code_602_28,602.28,Aportaciones al SAR,2
code_602_29,602.29,Impuesto estatal sobre nóminas,2
code_602_30,602.30,Otras aportaciones,2
code_602_31,602.31,Asimilados a salarios,2
code_602_32,602.32,Servicios administrativos,2
code_602_33,602.33,Servicios administrativos partes relacionadas,2
code_602_34,602.34,Honorarios a personas físicas residentes nacionales,2
code_602_35,602.35,Honorarios a personas físicas residentes nacionales partes relacionadas,2
code_602_36,602.36,Honorarios a personas físicas residentes del extranjero,2
code_602_37,602.37,Honorarios a personas físicas residentes del extranjero partes relacionadas,2
code_602_38,602.38,Honorarios a personas morales residentes nacionales,2
code_602_39,602.39,Honorarios a personas morales residentes nacionales partes relacionadas,2
code_602_40,602.40,Honorarios a personas morales residentes del extranjero,2
code_602_41,602.41,Honorarios a personas morales residentes del extranjero partes relacionadas,2
code_602_42,602.42,Honorarios aduanales personas físicas,2
code_602_43,602.43,Honorarios aduanales personas morales,2
code_602_44,602.44,Honorarios al consejo de administración,2
code_602_45,602.45,Arrendamiento a personas físicas residentes nacionales,2
code_602_46,602.46,Arrendamiento a personas morales residentes nacionales,2
code_602_47,602.47,Arrendamiento a residentes del extranjero,2
code_602_48,602.48,Combustibles y lubricantes,2
code_602_49,602.49,Viáticos y gastos de viaje,2
code_602_50,602.50,"Teléfono, internet",2
code_602_51,602.51,Agua,2
code_602_52,602.52,Energía eléctrica,2
code_602_53,602.53,Vigilancia y seguridad,2
code_602_54,602.54,Limpieza,2
code_602_55,602.55,Papelería y artículos de oficina,2
code_602_56,602.56,Mantenimiento y conservación,2
code_602_57,602.57,Seguros y fianzas,2
code_602_58,602.58,Otros impuestos y derechos,2
code_602_59,602.59,Recargos fiscales,2
code_602_60,602.60,Cuotas y suscripciones,2
code_602_61,602.61,Propaganda y publicidad,2
code_602_62,602.62,Capacitación al personal,2
code_602_63,602.63,Donativos y ayudas,2
code_602_64,602.64,Asistencia técnica,2
code_602_65,602.65,Regalías sujetas a otros porcentajes,2
code_602_66,602.66,Regalías sujetas al 5%,2
code_602_67,602.67,Regalías sujetas al 10%,2
code_602_68,602.68,Regalías sujetas al 15%,2
code_602_69,602.69,Regalías sujetas al 25%,2
code_602_70,602.70,Regalías sujetas al 30%,2
code_602_71,602.71,Regalías sin retención,2
code_602_72,602.72,Fletes y acarreos,2
code_602_73,602.73,Gastos de importación,2
code_602_74,602.74,Comisiones sobre ventas,2
code_602_75,602.75,Comisiones por tarjetas de crédito,2
code_602_76,602.76,Patentes y marcas,2
code_602_77,602.77,Uniformes,2
code_602_78,602.78,Prediales,2
code_602_79,602.79,Gastos de venta de urbanización,2
code_602_80,602.80,Gastos de venta de construcción,2
code_602_81,602.81,Fletes del extranjero,2
code_602_82,602.82,Recolección de bienes del sector agropecuario y/o ganadero,2
code_602_83,602.83,Gastos no deducibles (sin requisitos fiscales),2
code_602_84,602.84,Otros gastos de venta,2
code_603,603,Gastos de administración,1
code_603_01,603.01,Sueldos y salarios,2
code_603_02,603.02,Compensaciones,2
code_603_03,603.03,Tiempos extras,2
code_603_04,603.04,Premios de asistencia,2
code_603_05,603.05,Premios de puntualidad,2
code_603_06,603.06,Vacaciones,2
code_603_07,603.07,Prima vacacional,2
code_603_08,603.08,Prima dominical,2
code_603_09,603.09,Días festivos,2
code_603_10,603.10,Gratificaciones,2
code_603_11,603.11,Primas de antigüedad,2
code_603_12,603.12,Aguinaldo,2
code_603_13,603.13,Indemnizaciones,2
code_603_14,603.14,Destajo,2
code_603_15,603.15,Despensa,2
code_603_16,603.16,Transporte,2
code_603_17,603.17,Servicio médico,2
code_603_18,603.18,Ayuda en gastos funerarios,2
code_603_19,603.19,Fondo de ahorro,2
code_603_20,603.20,Cuotas sindicales,2
code_603_21,603.21,PTU,2
code_603_22,603.22,Estímulo al personal,2
code_603_23,603.23,Previsión social,2
code_603_24,603.24,Aportaciones para el plan de jubilación,2
code_603_25,603.25,Otras prestaciones al personal,2
code_603_26,603.26,Cuotas al IMSS,2
code_603_27,603.27,Aportaciones al INFONAVIT,2
code_603_28,603.28,Aportaciones al SAR,2
code_603_29,603.29,Impuesto estatal sobre nóminas,2
code_603_30,603.30,Otras aportaciones,2
code_603_31,603.31,Asimilados a salarios,2
code_603_32,603.32,Servicios administrativos,2
code_603_33,603.33,Servicios administrativos partes relacionadas,2
code_603_34,603.34,Honorarios a personas físicas residentes nacionales,2
code_603_35,603.35,Honorarios a personas físicas residentes nacionales partes relacionadas,2
code_603_36,603.36,Honorarios a personas físicas residentes del extranjero,2
code_603_37,603.37,Honorarios a personas físicas residentes del extranjero partes relacionadas,2
code_603_38,603.38,Honorarios a personas morales residentes nacionales,2
code_603_39,603.39,Honorarios a personas morales residentes nacionales partes relacionadas,2
code_603_40,603.40,Honorarios a personas morales residentes del extranjero,2
code_603_41,603.41,Honorarios a personas morales residentes del extranjero partes relacionadas,2
code_603_42,603.42,Honorarios aduanales personas físicas,2
